code,lat,lon,name,city,state,country,tz,type,runway_length,elev,NTGA
ARV,45.9296,-89.7371,Lakelan-Noble F. Lee Memerial Field Airport,Woodruff,Wisconsin,United States,America/Chicago,Airports,5000,1628,LRAR
ARW,46.1805,21.2609,Ceala Airport,Arad,Arad,Romania,Europe/Bucharest,Airports,6562,351,HHSB
ASA,31.4124,-97.0528,Assab,Assab,,Ethiopia,Africa/Addis_Ababa,Airports,7546,46,UTAA
ASB,37.9842,58.3294,Ashkhabad Northwest Airport,Ashgabat,Ashkhabad,Turkmenistan,Asia/Ashgabat,Airports,9842,689,MYAF
ASD,24.6978,-77.7961,Andros Town Airport,Fresh Creek,Central Andros,Bahamas,America/Nassau,Airports,4000,5,KASE
ASE,39.2197,-106.864,Aspen Pitkin County Airport-Sardy Field,Aspen,Colorado,United States,America/Denver,Airports,7003,7815,URWA
ASF,46.2971,48.0515,Astrakhan Southeast Airport,Astrakhan',Astrakhanskaya Oblast,Russia,Europe/Samara,Airports,,,FHAW
ASI,-7.93586,-14.4081,Wideawake Fld,"Georgetown, Ascension Island",Ascension,St. Helena,Atlantic/St_Helena,Airports,,,RJKA
ASJ,28.431,129.712,Amami Airport,Amami O Shima,Mie Prefecture,Japan,Asia/Tokyo,Airports,4070,59,HHAS
ASM,15.2906,38.9103,Yohannes Iv International Airport,Asmara,Maekel,Eritrea,Africa/Asmara,Airports,9843,7661,HASO
ASO,10.0611,34.5344,Ethiopia,Asosa,Welega,Ethiopia,Africa/Addis_Ababa,Airports,3346,5260,YBAS
ASP,-23.802,133.892,Alice Springs Airport,Alice Springs,Northern Territory,Australia,Australia/Darwin,Airports,8000,1789,LTAU
ASR,38.7708,35.4939,Erkilet Airport,Kayseri,Kayseri,Turkey,Europe/Istanbul,Airports,5500,3571,SGAS
ASU,-25.2397,-57.5189,Silvio Pettirossi International Airport,Colonia Mariano Roque Alonso,Central,Paraguay,America/Asuncion,Airports,11000,292,HKAM
ASV,-2.63333,37.25,Amboseli,Amboseli,Rift Valley,Kenya,Africa/Nairobi,Airports,3281,3755,HESN
ASW,23.965,32.8217,Aswan Airport,Aswan,Aswan,Egypt,Africa/Cairo,Airports,11155,656,HSAT
ATB,17.7,33.9833,Atbara,Atbara,Nahr an Nil,Sudan,Africa/Khartoum,Airports,5905,1181,MYCA
ATC,24.6287,-75.6734,Arthur's Town Airport,Arthur Town,Cat Island,Bahamas,America/Nassau,Airports,,,
ATD,-8.86667,161.033,Atoifi,Atoifi,Malaita,Solomon Islands,Pacific/Noumea,Airports,1968,,LGAV
ATH,37.8937,23.7235,Eleftherios Venizelos International Airport,Athens,Attiki,Greece,Europe/Athens,Airports,13123,308,PATQ
ATK,70.4639,-157.331,Atqasuk Airport,Atqasuk,Alaska,United States,America/Anchorage,Airports,1250,65,KATL
ATL,33.6558,-84.4333,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,America/New_York,Airports,11889,1026,SBHT
ATM,-3.2506,-52.2517,Altamira Airport,Altamira,Para,Brazil,America/Manaus,Airports,6572,367,VIAR
ATQ,31.7131,74.7955,Raja Sansi Airport,Raja Sansi,Punjab,India,Asia/Kolkata,Airports,9250,754,GQPA
ATR,20.5067,-13.0436,Atar Airport,Atar,Adrar,Mauritania,Africa/Nouakchott,Airports,9843,758,
ATT,60.865,-162.276,Atmautluak Airport,Atmautluak,Alaska,United States,America/Anchorage,Airports,2250,17,KATW
ATW,44.2603,-88.5111,Outagamie County Airport,Appleton,Wisconsin,United States,America/Chicago,Airports,7001,918,KATY
ATY,44.9216,-97.1609,Watertown Municipal Airport,Watertown,South Dakota,United States,America/Chicago,Airports,6895,1748,HEAT
ATZ,27.0411,31.0114,Asyut Airport,Asyut,Asyut,Egypt,Africa/Cairo,Airports,9843,774,TNCA
AUA,12.5022,-70.0139,Reina Beatrix International Airport,Aruba,,Aruba,America/Aruba,Airports,9000,59,SKUC
AUC,7.0703,-70.7406,Santiago Perez Airport,Arauca,Caldas,Colombia,America/Bogota,Airports,6888,400,KAUG
AUG,44.3181,-69.7933,Augusta State Airport,Augusta,Maine,United States,America/New_York,Airports,5140,353,OMAA
AUH,24.4331,54.6489,Abu Dhabi International Airport,Abu Dhabi,Abu Dhabi,United Arab Emirates,Asia/Dubai,Airports,10499,15,
AUK,62.6833,-164.633,Alakanuk Airport,Alakanuk,Alaska,United States,America/Anchorage,Airports,2400,10,
AUQ,-9.7719,-139.015,Atuona Airport,Atuona,Marquesas Islands,French Polynesia,Pacific/Midway,Airports,3691,1473,LFLW
AUR,44.8984,2.41982,Aurillac Airport,Aurillac,Auvergne,France,Europe/Paris,Other Airport,5577,2096,KAUS
AUS,30.2027,-97.6653,Austin-Bergstrom International Airport,Austin,Texas,United States,America/Chicago,Airports,12248,542,
AUX,-7.2281,-48.2403,Araguaina Airport,Araguaina,Norte,Brazil,America/Araguaina,Airports,5905,771,
AUY,-20.1909,169.825,Vanuatu,Aneityum,Tafea,Vanuatu,Pacific/Efate,Airports,2001,10,KAVL
AVL,35.4349,-82.5373,Asheville Regional Airport,Fletcher,North Carolina,United States,America/New_York,Airports,8001,2165,LFMV
AVN,43.9056,4.89951,Avignon-Caumont Airport,Avignon,Provence-alpes-cote d'Azur,France,Europe/Paris,Airports,4593,118,KAVP
AVP,41.3354,-75.7294,Wilkes Barre Scranton International Airport,Pittston,Pennsylvania,United States,America/New_York,Airports,7501,957,
AVU,-9.85,160.417,Avu Avu,Avu Avu,Guadalcanal,Solomon Islands,Pacific/Guadalcanal,Airports,2210,8,YMAV
AVV,-38.0408,144.468,Avalon Airport,Lara,Victoria,Australia,Australia/Melbourne,Other Airport,10000,34,
AWB,-8.01667,142.75,Awaba,Awaba,,Papua New Guinea,Pacific/Port_Moresby,Airports,2300,,NVVB
AWD,-19.2501,169.598,Aniwa Airport,Aniwa,Tafea,Vanuatu,Pacific/Efate,Airports,3085,69,OIAW
AWZ,31.3378,48.7597,Ahvaz Airport,Ahvaz,Khuzestan,Iran,Asia/Tehran,Airports,11100,60,TQPF
AXA,18.2103,-63.0575,Wallblake Airport,Anguilla,The Valley,Anguilla,America/Anguilla,Airports,3600,108,LGAL
AXD,40.8567,25.9567,Alexandroupolis Airport,Alexandroupolis,Anatoliki Makedonia,Greece,Europe/Athens,Airports,8530,24,SKAR
AXM,4.4564,-75.7681,El Eden Airport,La Tebaida,Quindio,Colombia,America/Bogota,Airports,7825,3960,MYAP
AXP,22.4441,-73.9775,Spring Point Airport,Spring Point,Acklins,Bahamas,America/Nassau,Airports,5000,11,NTGU
AXR,-15.5098,-146.538,French Polynesia,Arutua,Tuamotu-Gambier,French Polynesia,Pacific/Midway,Airports,2230,7,RJSK
AXT,39.6153,140.219,Akita Airport,Akita-shi,Akita Prefecture,Japan,Asia/Tokyo,Airports,8200,313,HAAX
AXU,14.147,38.7726,Axum,Axum,Tigray,Ethiopia,Africa/Addis_Ababa,Airports,5347,7000,YAYE
AYQ,-25.1872,130.977,Ayers Rock Airport,Ayers Rock,Northern Territory,Australia,Australia/Darwin,Airports,6560,1626,LTAI
AYT,36.9022,30.7917,Antalya Airport,Antalya,Antalya,Turkey,Europe/Istanbul,Airports,11243,167,KIWA
AZA,33.3078,-111.656,Phoenix-Mesa Gateway Airport,Phoenix,Arizona,United States,America/Phoenix,Airports,10,1,OIYY
AZD,31.905,54.2786,Yazd Airport,Yezd,Yazd,Iran,Asia/Tehran,Airports,8530,4066,UTKA
AZN,40.7324,72.2931,Andizhan Airport,Andijon,Andijon,Uzbekistan,Asia/Tashkent,Airports,,,KAZO
AZO,42.2398,-85.5563,Kalamazoo-Battle Creek International Airport,Kalamazoo,Michigan,United States,America/New_York,Airports,6499,874,DAUA
AZR,27.8378,-0.1864,Touat Airport,Adrar,Adrar,Algeria,Africa/Algiers,Airports,9843,915,MDEP
AZS,19.2099,-69.3279,Samana El Catey International Airport,Samana,Samana,Dominican Republic,America/Santo_Domingo,Airports,,,RPUB
BAG,16.3764,120.619,Baguio Airport,Baguio City,Cordillera Administrative Region,Philippines,Asia/Manila,Airports,5512,4239,OBBI
BAH,26.2736,50.6234,Bahrain International Airport,Al Muharraq,Al Manamah,Bahrain,Asia/Bahrain,Airports,13002,6,LTCJ
BAL,37.93,41.1167,Batman Airport,Batman,Batman,Turkey,Europe/Istanbul,Airports,10005,1819,SKBQ
BAQ,10.8961,-74.7789,Ernesto Cortissoz Airport,Soledad,Atlantico,Colombia,America/Bogota,Airports,9843,94,
BAS,-7.98333,155.9,Balalae,Balalae,Western,Solomon Islands,Pacific/Noumea,Airports,3280,5,SBBU
BAU,-22.345,-49.0531,Bauru Airport,Bauru,Sao Paulo,Brazil,America/Sao_Paulo,Airports,4921,2018,
BAV,40.5679,109.998,Baotou Airport,Baotou,Nei Mongol,China,Asia/Shanghai,Airports,,,KBAX
BAX,53.3667,83.75,Barnaui West Airport,Barnaul,Altayskiy Kray,Russia,Asia/Krasnoyarsk,Airports,,,LRBM
BAY,47.6589,23.465,Baia Mare,Baia Mare,,Romania,Europe/Bucharest,Airports,4593,604,
BBA,-45.9167,-71.6869,Balmaceda Airport,Balmaceda,Aisen del General Carlos Ibanez ,Chile,America/Santiago,Airports,6883,1713,VEBS
BBI,20.2466,85.8152,Bhubaneswar Airport,Bhubaneswar,Orissa,India,Asia/Kolkata,Airports,5850,146,FBKE
BBK,-17.8333,25.1667,Kasane Airport,Kasane,Chobe,Botswana,Africa/Gaborone,Airports,3150,3060,
BBN,3.73333,115.467,Bario Airport,Nanga Medamit,Sarawak,Malaysia,Asia/Kuala_Lumpur,Airports,2100,3480,
BBO,10.3917,44.95,Berbera Airport,Berbera,Woqooyi Galbeed,Somalia,Africa/Mogadishu,Airports,13615,30,
BBS,51.3252,-0.84173,Blackbushe Airport,Camberley,England,United Kingdom,Europe/London,Airports,4436,329,LRBS
BBU,44.4966,26.087,Aeroportul National Bucuresti-Baneasa,Bucharest,Bucuresti,Romania,Europe/Bucharest,Airports,7218,295,
BCA,20.3644,-74.5064,Baracoa Airport,Baracoa,Guantanamo,Cuba,America/Havana,Airports,5906,38,RPVB
BCD,10.6444,122.929,Bacolod Airport,Bacolod City,Western Visayas,Philippines,Asia/Manila,Airports,5932,20,YBAR
BCI,-23.5635,145.305,Barcaldine Aerodrome,Barcaldine,Queensland,Australia,Australia/Lindeman,Airports,4510,878,
BCL,10.7856,-83.5966,Barra Colorado Airport,Colorado,Limon,Costa Rica,America/Costa_Rica,Airports,2296,10,LRBC
BCM,46.5283,26.8997,Luizi Calugara Airport,Bacæu,Bacau,Romania,Europe/Bucharest,Airports,,,LEBL
BCN,41.3006,2.07976,Barcelona International Airport,El Prat de Llobregat,Catalonia,Spain,Europe/Madrid,Airports,11001,15,TXKF
BDA,32.3675,-64.6903,Bermuda International Airport,St. George,Pembroke,Bermuda,Atlantic/Bermuda,Airports,9713,12,
BDB,-24.9046,152.322,Bundaberg Airport,Bundaberg,Queensland,Australia,Australia/Brisbane,Airports,5030,107,
BDD,-10.1214,142.142,Badu Island Airport,Badu Island,Queensland,Australia,Australia/Brisbane,Airports,,,
BDH,26.5333,54.8239,Bandar Lengeh Airport,Bandar Abbas,Hormozgan,Iran,Asia/Tehran,Airports,6650,33,WRBB
BDJ,-3.4425,114.757,Syamsuddin Noor Airport,Banjarmasin,Kalimantan Selatan,Indonesia,Asia/Jakarta,Airports,6135,69,KBDL
BDL,41.9271,-72.6816,Bradley International Airport,Windsor Locks,Connecticut,United States,America/New_York,Airports,9502,174,WICC
BDO,-6.9017,107.576,Husein Sastranegara Airport,Bandung,Jawa Barat,Indonesia,Asia/Jakarta,Airports,6519,2430,
BDP,26.5667,88.0833,Bhadrapur,Bhadrapur,West Bengal,Nepal,Asia/Kolkata,Airports,5133,300,VABO
BDQ,22.3367,73.2264,Vadodara Airport,Vadodara,Gujarat,India,Asia/Kolkata,Airports,8100,123,KBDR
BDR,41.1636,-73.1283,Igor I Sikorsky Memorial Airport,Stratford,Connecticut,United States,America/New_York,Airports,4761,10,LIBR
BDS,40.6626,17.9426,Casale Airport,Brindisi,Puglia,Italy,Europe/Rome,Airports,8622,48,ENDU
BDU,69.0589,18.539,Bardufoss Airport,Bardufoss,Troms Fylke,Norway,Europe/Oslo,Airports,2443,252,
BEB,57.4756,-7.37041,Benbecula Airport,Balivanich,Scotland,United Kingdom,Europe/London,Airports,6017,19,LYBE
BEG,44.8192,20.3122,Surcin Airport,Surčin,Beograd,Serbia,Europe/Belgrade,Airports,11155,335,SBBE
BEL,-1.3844,-48.4783,Val de Caes International Airport,Belem,Para,Brazil,America/Belem,Airports,8202,52,HLLB
BEN,35.6425,-87.1192,Benina Intl,Benghazi,Banghazi,Libya,Africa/Tripoli,Airports,11800,433,LFRB
BES,48.4458,-4.41511,Guipavas Airport,Guipavas,Brittany,France,Europe/Paris,Airports,8202,325,PABE
BET,60.7788,-161.847,Bethel Airport,Bethel,Alaska,United States,America/Nome,Airports,6399,131,
BEU,-24.3544,139.463,Bedourie Aerodrome,Bedourie,Queensland,Australia,Australia/Lindeman,Airports,3478,300,FQBR
BEW,-19.7958,34.9089,Beira Airport,Beira,Sofala,Mozambique,Africa/Maputo,Airports,7874,33,OLBA
BEY,33.825,35.4925,Beirut International Airport,Beirut,Jabal Lubnan,Lebanon,Asia/Beirut,Airports,10663,87,KBFD
BFD,41.7964,-78.6407,Bradford Regional Airport,Lewis Run,Pennsylvania,United States,America/New_York,Airports,6499,2143,KBFE
BFE,52,8.5,Bielefeld,Bielefeld,North-Rhine-Westphalia,Germany,Europe/Berlin,Airports,,,KBFF
BFF,41.8683,-103.597,William B Heilig Field Airport,Scottsbluff,Nebraska,United States,America/Denver,Airports,8280,3965,KBFI
BFI,47.5369,-122.304,King County International Airport-Boeing Field,Seattle,Washington,United States,America/Los_Angeles,Airports,10001,17,KBFL
BFL,35.4288,-119.044,Kern County-Meadows Field Airport,Bakersfield,California,United States,America/Los_Angeles,Airports,9100,490,FABL
BFN,-29.0942,26.3027,J B M Hertzog Airport,Bloemfontein,Free State,South Africa,Africa/Johannesburg,Airports,,,EGAA
BFS,54.6542,-6.225,Aldergrove Airport,Crumlin,Northern Ireland,United Kingdom,Europe/London,Airports,2780,267,
BFV,15.2295,103.253,Buri Ram,Buri Ram,Buriram,Thailand,Asia/Bangkok,Airports,,,SKBG
BGA,7.1217,-73.1883,Palonegro Airport,Bucaramanga,Santander,Colombia,America/Bogota,Airports,7415,3896,FEFF
BGF,4.3961,18.5203,Bangui M Poko Airport,Bangui,Bangui,Central African Republic,Africa/Bangui,Airports,8530,1204,TBPB
BGI,13.0719,-59.4939,Grantley Adams International Airport,Bridgetown,Christ Church,Barbados,America/Barbados,Airports,18000,169,KBGM
BGM,42.2082,-75.9825,Greater Binghamton Edwin A Link Field Airport,Johnson City,New York,United States,America/New_York,Airports,6298,1630,ENBR
BGO,60.2907,5.22065,Bergen Flesland Airport,Blomsterdalen,Hordaland Fylke,Norway,Europe/Oslo,Airports,8038,165,KBGR
BGR,44.8086,-68.8167,Bangor International Airport,Bangor,Maine,United States,America/New_York,Airports,11439,192,
BGW,33.3328,44.3639,Al Muthana Airport,Baghdad,Baghdad,Iraq,Asia/Baghdad,Other Airport,9843,112,LIME
BGY,45.6664,9.699,Orio Al Serio Airport,Grassobbio,Lombardy,Italy,Europe/Rome,Airports,9186,779,KBHB
BHB,44.4461,-68.3615,Hancock County-Bar Harbor Airport,Ellsworth,Maine,United States,America/New_York,Airports,5196,84,EGAC
BHD,54.6151,-5.87096,George Best Belfast City Airport,Belfast,Northern Ireland,United Kingdom,Europe/London,Airports,6000,15,NZWB
BHE,-41.52,173.87,Woodbourne Airport,Blenheim,Marlborough,New Zealand,Pacific/Auckland,Airports,4675,118,
BHG,15.7636,-84.551,Brus Laguna Airport,Brus Laguna,Gracias a Dios,Honduras,America/Tegucigalpa,Airports,3280,10,
BHH,19.9817,42.6267,Bisha Airport,Bisha,,Saudi Arabia,Asia/Riyadh,Airports,10007,3829,
BHI,-38.7261,-62.1539,Bahia Blanca Cte Espora Naval Air Base,Punta Alta,Buenos Aires,Argentina,America/Buenos_Aires,Airports,8365,246,VABJ
BHJ,23.2875,69.6706,Bhuj Airport,Bhuj,Gujarat,India,Asia/Kolkata,Airports,8317,268,UTSB
BHK,39.7948,64.4895,Bukhara Airport,Bukhara,Bukhoro,Uzbekistan,Asia/Samarkand,Airports,,,KBHM
BHM,33.5604,-86.7492,Birmingham International Airport,Birmingham,Alabama,United States,America/Chicago,Airports,10000,644,VABP
BHO,23.2844,77.3383,Bairagarh Airport,Bhopal,Madhya Pradesh,India,Asia/Kolkata,Airports,6017,1716,YBHI
BHQ,-32.0031,141.466,Broken Hill Airport,Broken Hill,New South Wales,Australia,Australia/Melbourne,Airports,8251,946,
BHR,25.9173,50.6071,Bharatpur,Bharatpur,Central,Nepal,Asia/Katmandu,Airports,3800,600,
BHS,-33.4121,149.657,Bathurst Airport,Bathurst,New South Wales,Australia,Australia/Sydney,Airports,5595,2434,
BHU,21.7536,72.1867,Bhavnagar Airport,Bhavnagar,Gujarat,India,Asia/Kolkata,Airports,6300,34,OPBW
BHV,29.3444,71.7125,Bahawalpur Airport,Bahawalpur,Punjab,Pakistan,Asia/Karachi,Airports,5000,100,EGBB
BHX,52.4531,-1.73847,Birmingham International Airport,Birmingham,England,United Kingdom,Europe/London,Airports,7398,325,
BHY,21.4833,109.083,Beihai,Beihai,Guangxi,China,Asia/Shanghai,Airports,,,LFKB
BIA,42.5497,9.48341,Poretta Airport,Borgo,Corsica,France,Europe/Paris,Airports,8235,26,KBID
BID,41.1696,-71.58,Block Island State Airport,Block Island,Rhode Island,United States,America/New_York,Airports,2500,105,
BII,11.5833,165.383,Enyu Airfield,Bikini Atoll,,Marshall Islands,Pacific/Majuro,Airports,4500,10,
BIK,-1,136.117,Frans Kaisiepo Airport,Biak,Irian Jaya,Indonesia,Asia/Jakarta,Airports,11715,46,KBIL
BIL,45.8034,-108.537,Logan International Airport,Billings,Montana,United States,America/Denver,Airports,10528,3649,MYBS
BIM,25.6994,-79.2636,South Bimini Airport,Bailey's Town,Bimini,Bahamas,America/Nassau,Other Airport,5000,10,LEBB
BIO,43.3025,-2.91112,Bilbao Airport,Loiu,Basque Country,Spain,Europe/Madrid,Airports,8530,136,LFBZ
BIQ,43.472,-1.53137,Anglet Airport,Anglet,Aquitaine,France,Europe/Paris,Airports,7382,243,
BIR,26.4814,87.2647,Biratnagar Airport,Biratnagur,Central,Nepal,Asia/Katmandu,Airports,5000,235,KBIS
BIS,46.7745,-100.757,Bismarck Municipal Airport,Bismarck,North Dakota,United States,America/Chicago,Airports,8788,1677,
BJA,36.7133,5.0697,Soummam Airport,Bejaia,Bejaia,Algeria,Africa/Algiers,Airports,7874,20,
BJB,37.4933,57.3007,Bojnord,Bojnord,Khorasan,Iran,Asia/Tehran,Airports,,,ENBS
BJF,70.6031,29.6948,Batsfjord Airport,Baasfjord,Finnmark Fylke,Norway,Europe/Oslo,Airports,2493,133,KBJI
BJI,47.5065,-94.9338,Bemidji-Beltrami County Airport,Bemidji,Minnesota,United States,America/Chicago,Airports,5699,1390,GBYD
BJL,13.3372,-16.6544,Yundum International Airport,Yundum,Western,Gambia,Africa/Banjul,Airports,11810,95,HBBA
BJM,-3.3317,29.3208,Bujumbura Airport,Bujumbura,Bujumbura,Burundi,Africa/Bujumbura,Airports,11810,2566,
BJR,11.5564,37.3687,Ethiopia,Bahar Dar,Misrak Gojam,Ethiopia,Africa/Addis_Ababa,Airports,5217,6020,
BJV,37.0413,27.4362,Milas Airport,Bodrum,Muğla,Turkey,Europe/Istanbul,Airports,,,
BJW,-8.78333,120.983,Bajawa Airport,Ende,Nusa Tengarra Timur,Indonesia,Asia/Makassar,Airports,2920,4326,MMLO
BJX,20.9903,-101.478,Silao Airport,Silao,Guanajuato,Mexico,America/Mexico_City,Airports,,,LEBZ
BJZ,38.8939,-6.81921,Talavera la Real Airport,Badajoz,Extremadura,Spain,Europe/Madrid,Airports,9350,607,
BKA,55.5516,37.9763,Bykovo Airport,Lyubertsy,Moskovskaya Oblast,Russia,Europe/Moscow,Airports,,,
BKC,65.9833,-161.167,Buckland Airport,Buckland,Alaska,United States,America/Nome,Airports,1870,30,WBKK
BKI,5.9386,116.049,Kota Kinabalu Airport,Kota Kinabalu,Sabah,Malaysia,Asia/Kuala_Lumpur,Airports,9800,10,VTBS
BKK,13.9144,100.608,Bangkok International Airport,Lak Si,Bangkok,Thailand,Asia/Bangkok,Airports,12139,12,KBKL
BKL,41.5115,-81.6869,Burke Lakefront Airport,Cleveland,Ohio,United States,America/New_York,Other Airport,6198,584,
BKM,3.94515,114.402,Malaysia,Bakalalan,,Malaysia,Asia/Kuala_Lumpur,Airports,1800,2900,GABS
BKO,12.5361,-7.9486,Bamako Senou Airport,Kalaban,Bamako,Mali,Africa/Bamako,Airports,8858,1247,
BKQ,-24.4292,145.429,Blackall Aerodrome,Mount Enniskillen,Queensland,Australia,Australia/Lindeman,Airports,5538,928,KBKS
BKS,-3.8633,102.339,Padangkemiling Airport,Bengkulu,Bengkulu,Indonesia,Asia/Jakarta,Airports,5905,50,KBKW
BKW,37.7849,-81.1174,Raleigh County Memorial Airport,Beaver,West Virginia,United States,America/New_York,Airports,6750,2504,
BKY,-2.3014,28.8139,Bukavu Kavumu Airport,Bukavu,Democratic Republic of,Congo,Africa/Brazzaville,Airports,5249,5633,SVBC
BLA,10.1103,-64.6872,Jose Antonio Anzoategui Airport,Pariaguán,Anzoategui,Venezuela,America/Caracas,Airports,8202,26,
BLE,60.4297,15.5081,Dala Airport,Borlange,Dalarna,Sweden,Europe/Stockholm,Airports,7585,503,KBLI
BLI,48.7955,-122.532,Bellingham International Airport,Bellingham,Washington,United States,America/Los_Angeles,Airports,5000,158,
BLJ,35.5572,6.17229,Algeria,Batna,Batna,Algeria,Africa/Algiers,Airports,4921,3445,EGNH
BLK,53.7756,-3.04118,Blackpool Airport,Blackpool,England,United Kingdom,Europe/London,Airports,6001,34,EKBI
BLL,55.742,9.15354,Billund Airport,Billund,Syddanmark,Denmark,Europe/Copenhagen,Airports,10171,247,LIPE
BLQ,44.5345,11.2903,Bologna Airport,Bologna,Emilia Romagna,Italy,Europe/Rome,Airports,8435,125,VOBG
BLR,12.9526,77.6656,HAL Bangalore International Airport,Bangalore,Karnataka,India,Asia/Kolkata,Airports,10850,2910,
BLT,-23.6012,148.805,Blackwater Aerodrome,Baralaba,Queensland,Australia,Australia/Lindeman,Airports,5000,660,KBLV
BLV,38.5412,-89.8499,Belleville,Belleville,Illinois,United States,America/Chicago,Other Airport,,,FWCL
BLZ,-15.6764,34.9714,Chileka International Airport,Lunzu,Blantyre,Malawi,Africa/Blantyre,Airports,7710,2555,ESSB
BMA,59.3562,17.9378,Bromma Airport,Bromma,Stockholm,Sweden,Europe/Stockholm,Airports,5863,46,
BME,-17.9464,122.233,Broome International Airport,Broome,Western Australia,Australia,Australia/Perth,Airports,5010,56,KBMI
BMI,40.4841,-88.9134,Bloomington Normal Airport,Bloomington,Illinois,United States,America/Chicago,Airports,6500,875,
BMK,53.5797,6.71294,Borkum Airport,Borkum,Lower Saxony,Germany,Europe/Berlin,Airports,3281,3,
BMO,24.2739,97.2517,Bhamo Airport,Bhamo,Kachin State,Myanmar,Asia/Rangoon,Airports,5501,360,
BMU,-8.5444,118.682,Mohammad Salahuddin Airport,Raba,Nusa Tenggara Barat,Indonesia,Asia/Jakarta,Airports,4265,39,
BMV,12.6667,108.05,Ban Me Thaut,Banmethuot,Dak Lak,Vietnam,Asia/Ho_Chi_Minh,Airports,5905,1758,
BMW,28.0269,1.65284,Algeria,Bordj Badji Mokhtar,,Algeria,Africa/Algiers,Airports,7372,1303,
BMY,-19.75,163.667,Belep Island,Belep Island,Nord,New Caledonia,Pacific/Noumea,Airports,1640,338,KBNA
BNA,36.1342,-86.6682,Nashville International Airport,Nashville,Tennessee,United States,America/Chicago,Airports,8500,599,
BND,27.225,56.3783,Bandar Abbass International Airport,Bandar Abbas,Hormozgan,Iran,Asia/Tehran,Airports,12020,23,YBBN
BNE,-27.3589,153.122,Brisbane International Airport,Brisbane,Queensland,Australia,Australia/Brisbane,Airports,11483,13,
BNI,6.3161,5.6,Benin Airport,Benin City,Edo,Nigeria,Africa/Lagos,Airports,7874,258,
BNJ,50.7667,7.16449,Hangelar,Bonn,North-Rhine-Westphalia,Germany,Europe/Berlin,Airports,,,YBNA
BNK,-28.8342,153.555,Ballina Airport,Ballina,New South Wales,Australia,Australia/Brisbane,Airports,,,ENBN
BNN,65.462,12.2161,Bronnoy Airport,Bronnoysund,Nordland Fylke,Norway,Europe/Oslo,Airports,2624,28,SVBI
BNS,8.6211,-70.2181,Barinas Airport,Barinas,Barinas,Venezuela,America/Caracas,Airports,6562,666,LQBK
BNX,44.9403,17.2992,Banja Luka Airport,Banja Luka,Republika Srpska,Bosnia and Herzegovina,Europe/Sarajevo,Airports,8215,390,
BNY,-11.2961,159.801,Bellona Airport,Bellona,Central,Solomon Islands,Pacific/Noumea,Airports,2181,56,NTTB
BOB,-16.45,-151.767,Motu-Mute Airport,Papeete,Leeward Islands,French Polynesia,Pacific/Tahiti,Airports,4921,10,
BOC,9.34,-82.2514,Bocas del Toro Airport,Bocas del Toro,Bocas del Toro,Panama,America/Panama,Airports,4932,10,LFBD
BOD,44.8291,-0.70278,Bordeaux Airport,Merignac,Aquitaine,France,Europe/Paris,Airports,10170,161,SKBO
BOG,4.69895,-74.1435,Eldorado International Airport,Fontibón,Distrito Especial,Colombia,America/Bogota,Airports,12467,8356,EGHH
